SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi
02000569,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.5,,5.25,9,,2021
02000570,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,7.25,8,,,,9,8,2021
02000571,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.25,,,7.75,,5.75,9,,2021
02000572,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,7.25,,4,8.6,,2021
02000573,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,7.5,,3.5,8.6,,2021
02000575,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,6,,5,8.8,,2021
02000576,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,6.75,,6.5,9.4,,2021
02000577,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.25,,7.25,7,,2021
02000578,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6,,,7.25,,6.75,9.2,,2021
02000579,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,7.75,7,,,,,7,2021
02000580,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,7,,5.25,9,,2021
02000581,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,7.25,,7.25,8.6,,2021
02000582,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4.75,,,7,,4.25,9,,2021
02000584,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7,,5.75,8,,2021
02000585,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,4.5,7.25,,,,7.4,8.25,2021
02000586,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,6.75,8,,,,7.8,7,2021
02000587,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,5,,5.5,8.6,,2021
02000588,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,3.5,5.75,,,,9.2,7.25,2021
02000589,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,6.5,5.5,,,,7.6,7.75,2021
02000590,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,5.75,6.75,,,,8.8,9.5,2021
02000592,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7,,4.75,5.4,,2021
02000593,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,,,6.75,,5.25,9,,2021
02000594,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,8,,5,8.2,,2021
02000595,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,5.75,,4.5,7.8,,2021
02000596,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,,,6,,6,7.6,,2021
02000597,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,8.25,,6.5,9.6,,2021
02000598,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.5,,4.5,8.2,,2021
02000599,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.75,,5.5,6,,2021
02000600,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,,,4.75,,4.25,7.8,,2021
02000601,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6.25,,5.5,9,,2021
02000602,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,6.5,,4,9.8,,2021
02000603,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,5.5,6.75,,,,9.4,8.25,2021
02000604,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,8.25,7.75,7.5,,,,7.4,9.25,2021
02000605,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,6,,5.5,6.2,,2021
02000606,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7,,6.25,8.2,,2021
02000607,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,8,,6,8.6,,2021
02000608,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,5.75,,8,9.4,,2021
02000609,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,4.25,6,,,,9.6,7.75,2021
02000610,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,7.75,,5,8.6,,2021
02000611,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,8.5,7.25,,,,8.6,9,2021
02000612,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,6.75,,9.25,9.2,,2021
02000613,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,,,6.75,,4.75,7.8,,2021
02000614,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,4.75,6,,,,8.6,8.25,2021
02000615,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7,,6,8.8,,2021
02000616,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,2.5,6.5,,,,7.8,8.5,2021
02000617,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,8,7.5,,,,9,9.5,2021
02000618,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.75,,6.25,8.8,,2021
02000619,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,7,,5.75,9.4,,2021
02000620,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,4.5,,3.75,9.4,,2021
02000621,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,6.25,,7.25,8.2,,2021
02000622,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,8,7.5,,,,9.4,9.5,2021
02000623,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,6.5,6.5,,,,9,8.5,2021
02000624,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,8.5,,,6.25,,6.5,9.4,,2021
02000625,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,5,6.75,,,,9,7.5,2021
02000626,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,6.75,,8.25,7.2,,2021
02000627,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8.5,,6.25,9,,2021
02000628,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,4.75,6.25,,,,9.4,6.25,2021
02000629,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.5,,6.25,8.8,,2021
02000630,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,5,6.25,,,,9.2,8.75,2021
02000631,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.75,,,6.75,,6,9.4,,2021
02000632,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,,,8.25,,4.75,6.4,,2021
02000634,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.5,,,7.5,,7.25,8.4,,2021
02000635,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,8,,5.5,9.6,,2021
02000636,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,5.75,,6.5,8.4,,2021
02000638,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.75,4.75,6.75,,,,8.6,9.5,2021
02000639,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,7.75,7.5,,,,8.8,9.25,2021
02000640,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,3.75,7.5,,,,8.4,7.5,2021
02000642,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,5.75,,6.5,8.8,,2021
02000643,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,5,,5,8.8,,2021
02000644,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,5.25,7.5,,,,9,9,2021
02000645,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6.75,8.25,,,,9.4,9,2021
02000646,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,6,8,,,,8.6,8.75,2021
02000647,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,7.75,8,,,,9.2,10,2021
02000648,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,,,5.25,,4,7.6,,2021
02000649,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,5.75,,5,9.4,,2021
02000650,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,7.5,7.5,,,,9.2,9.75,2021
02000651,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5.5,,4.75,7.6,,2021
02000652,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,6.5,,6.75,9,,2021
02000653,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4,,,6.75,,6.25,4.6,,2021
02000654,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,7.5,,4.5,9.6,,2021
02000655,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,5.75,,8.25,7.4,,2021
02000656,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,5,7.75,,,,9.6,9.75,2021
02000657,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.75,6.5,7.75,,,,8.8,8.25,2021
02000658,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.25,9.25,7.5,,,,9,9.5,2021
02000659,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.25,,5,9.4,,2021
02000660,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,3.5,7.75,,,,6,8.25,2021
02000661,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,7.5,7.5,,,,8.4,8.75,2021
02000662,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,5.5,,6,9,,2021
02000663,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,7.5,,4.5,6.4,,2021
02000664,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,4,,6.25,9.2,,2021
02000665,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,,,6.5,,5.75,9,,2021
02000666,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,4.25,5.5,,,,9.4,7.5,2021
02000667,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.75,,6.5,9,,2021
02000669,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,5.25,,4.75,8.4,,2021
02000670,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.25,,7,6.8,,2021
02000671,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,4.5,6.25,,,,8.2,9,2021
02000672,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.25,,,6.5,,5,6.2,,2021
02000673,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,5.25,,6.5,7.6,,2021
02000674,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,6.5,,5.25,9.8,,2021
02000675,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,3,7.25,,,,8.4,8.25,2021
02000676,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,1.75,2.75,3.5,,,,4.6,5.25,2021
02000677,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,5.25,7.75,,,,8.6,8.25,2021
02000678,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,3.25,6.25,,,,7.6,8.75,2021
02000679,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,6,,5.75,7,,2021
02000680,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,7,7.75,,,,8,8.75,2021
02000682,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,,,4.75,,4.75,7.8,,2021
02000684,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,,,6.25,,6.25,8.4,,2021
02000686,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,4.25,,8,8.2,,2021
02000687,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,3.75,,,7,,5,6.6,,2021
02000688,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,6.75,,6,8.8,,2021
02000689,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,6.5,,4.25,6.2,,2021
02000690,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,6.5,,6,8,,2021
02000691,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,5.25,6.25,,,,7.6,9,2021
02000692,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,,,4.5,,4.5,9.8,,2021
02000693,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,6.75,6.25,,,,9.4,7.75,2021
02000694,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,7.75,,5.25,9.2,,2021
02000696,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6,,8.25,5.2,,2021
02000697,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,7,,5.25,9.2,,2021
02000698,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,7.25,,4.25,8,,2021
02000699,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,6.75,,5.75,4,,2021
02000700,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,6.25,,6.25,9.2,,2021
02000701,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,5.75,,4.5,8.6,,2021
02000702,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7.5,,6.25,9,,2021
02000703,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.25,,,5.75,,5.75,9.4,,2021
02000704,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,4.5,7.5,,,,9,9,2021
02000705,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,6.5,6,,,,8.2,8.5,2021
02000706,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,3.75,7,,,,9,9.25,2021
02000707,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.75,6.25,6.5,,,,9.2,8.25,2021
02000708,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,7.75,8.25,,,,9.2,8.75,2021
02000709,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,5.75,,5,9.6,,2021
02000710,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,3.5,,6.5,6,,2021
02000711,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,4,6.25,,,,9.2,9.75,2021
02000712,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.25,,,4,,4.5,7.6,,2021
02000713,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,5,9,,,,8.2,9.25,2021
02000714,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,6,,5.25,6,,2021
02000715,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,6.5,,8.25,7.4,,2021
02000716,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.75,,5.25,7.6,,2021
02000717,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.25,,6.5,9,,2021
02000718,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,4.25,,5.5,8.6,,2021
02000719,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.25,,5.25,8.4,,2021
02000720,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.75,,,5.25,,3.5,7.6,,2021
02000721,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,3,,,5.5,,3.25,9,,2021
02000722,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,,,6.25,,8,9.8,,2021
02000723,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,6,7,,,,7.6,8.25,2021
02000724,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,5,5.75,,,,9.6,8.75,2021
02000726,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.25,,,4.75,,5.25,8.4,,2021
02000727,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,4.5,,3,,,2021
02000728,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.5,,6,8.2,,2021
02000729,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,5.5,,6.25,9.2,,2021
02000730,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,5.5,,6,9,,2021
02000731,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.5,,,4.5,,6.75,8.2,,2021
02000732,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,,,7,,7,8.8,,2021
02000733,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,7,7.5,,,,9.4,9,2021
02000734,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,5.25,7.75,,,,8.8,8.75,2021
02000735,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,8.75,8.25,,,,8,9,2021
02000736,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,6.5,,5.75,9.8,,2021
02000737,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,6.75,,4.75,9.4,,2021
02000738,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,5.75,,6.25,7.2,,2021
02000739,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,4.25,,5.75,9.2,,2021
02000740,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,5.75,,5.25,7.8,,2021
02000741,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,5,,6.75,8.4,,2021
02000742,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,5,8,,,,7.6,9.5,2021
02000743,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.25,,,6.75,,4.25,9.8,,2021
02000744,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,5.5,7.25,,,,7,8.25,2021
02000745,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,8.25,,4.25,7.4,,2021
02000746,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7,,6,7.4,,2021
02000747,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4.5,,,7.75,,4.25,7.8,,2021
02000748,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.25,,,6,,4.75,6.4,,2021
02000749,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,4.5,,,4.5,,8.75,8.8,,2021
02000750,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,4.75,,4.75,8.8,,2021
02000751,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,5,6.75,,,,8.4,9.25,2021
02000752,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,6.75,8.5,,,,9.4,9.75,2021
02000753,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,,,6.25,,6,7.2,,2021
02000754,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,7.25,,5.75,9,,2021
02000755,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,7,7.5,,,,8.8,8.25,2021
02000756,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,7.75,7.75,,,,8.8,10,2021
02000757,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,6.75,,5.75,8,,2021
02000758,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,6.25,,6.25,8.2,,2021
02000759,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,6.75,,6.25,8.4,,2021
02000760,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,5.25,,6,7.4,,2021
02000761,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,8,6.25,8,,,,6.4,9.25,2021
02000762,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.75,,,4.75,,5.5,7.8,,2021
02000763,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6.25,,6.5,6.4,,2021
02000764,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,6,,4,8.6,,2021
02000765,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,4.25,,8.25,8.2,,2021
02000766,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,7.25,,4.5,6.6,,2021
02000767,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,4,7,,,,8.2,8.5,2021
02000768,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.75,,,7,,8.25,8.8,,2021
02000769,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,5,7.75,,,,9.6,9.25,2021
02000770,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,7,,5,7,,2021
02000771,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,7.5,,4.75,8.8,,2021
02000772,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,5.5,,4.5,6.6,,2021
02000773,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,6.25,7.75,,,,9,8.25,2021
02000774,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,3.25,,4,3.8,,2021
02000775,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,5.75,,7.75,9,,2021
02000776,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,4,,,4.25,,3.25,2.6,,2021
02000777,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,7,,7,7.2,,2021
02000778,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,2.5,7,,,,7.4,7.25,2021
02000779,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6,3.25,6.25,,,,4.2,8.25,2021
02000780,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,5.5,,5.5,8.8,,2021
02000781,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6.75,,6,7.8,,2021
02000782,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6,,5,8.6,,2021
02000783,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,8.75,8.75,,,,9.2,9.75,2021
02000784,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,5.25,,5.25,7.6,,2021
02000785,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,,,4,,6.75,7.2,,2021
02000786,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4,,,6,,5.5,6.8,,2021
02000787,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,5,,4,6.2,,2021
02000788,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,7.75,8.5,,,,7,9.5,2021
02000789,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,7.25,,4,8.6,,2021
02000790,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,6.75,,6,8.2,,2021
02000791,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,7.75,,6,9.2,,2021
02000792,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,7.75,,5,7.6,,2021
02000795,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,3.5,,4.5,9.6,,2021
02000796,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8,,,6.75,,7.25,9.4,,2021
02000797,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,5.75,,4,8.4,,2021
02000798,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,6,6.25,,,,8.4,8.5,2021
02000799,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,5,,4.75,9,,2021
02000800,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.75,,3.75,7.4,,2021
02000801,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,5.5,8.5,,,,9,9.75,2021
02000802,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.5,,,5.25,,3.75,9.2,,2021
02000803,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,5.5,,6.5,9.2,,2021
02000804,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,7.25,8.5,,,,9.2,7.5,2021
02000805,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,7,,6.5,7.8,,2021
02000806,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8.5,,,7,,6.75,8.8,,2021
02000807,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,8.25,,6,9.2,,2021
02000809,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,4.75,6.75,,,,8.8,8.5,2021
02000810,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7.5,,6.25,9.4,,2021
02000811,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,,,5.75,,4.5,8.8,,2021
02000812,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,6.25,,5,9,,2021
02000813,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,7.5,8.5,,,,9.6,9.5,2021
02000814,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7,,8,9.8,,2021
02000815,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,8,,5.5,8.8,,2021
02000816,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,6.25,7.75,,,,6.8,9.25,2021
02000817,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,2.75,8,,,,8.6,9.25,2021
02000818,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,4.5,,5.75,8.4,,2021
02000819,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,6.25,7.75,,,,8.8,9.75,2021
02000820,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.5,,4.75,8.8,,2021
02000821,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.5,,,3.25,,3,8,,2021
02000822,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,7,7,,,,8.4,9.75,2021
02000824,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7,,7.25,7.2,,2021
02000825,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,,,5.75,,4,9,,2021
02000826,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,6.25,,5,9.4,,2021
02000827,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.25,,5,7.8,,2021
02000828,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,7.75,7.5,,,,7.2,6.25,2021
02000829,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,7.25,,5.25,8.6,,2021
02000830,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,5.25,,,7.25,,5.75,9.2,,2021
